,mse_confirmed-only,ihme,mse_smell-0delay,mse_hh-0delay,naive
13205,10.418883511550058,258.45496983857623,10.586499643037657,10.526065277667715,6.582990277656127
13207,19.30176731363181,32.54299983563442,93.45348091262161,32.387660377138175,19.34667600945958
13209,2.040323759930556,4.531748806511083,2.5601748495704344,2.5521432054651925,2.0473854777962686
13211,20.02026991119598,12.842570265464053,21.546152650720487,21.17660324141695,20.20635893842515
13213,14.590296128934503,148.43864198969766,30.734010729845426,29.084764396446946,14.891915564509064
13215,154.82455971163878,608.2150149106915,170.1754880155347,167.8703400737117,165.9017254970658
13217,87.88174080590483,280.7334787654454,96.56762118938845,97.27900848117908,91.31637032495402
13219,55.55322355770707,43.923538212012446,52.38314409396124,61.42991188428719,55.64325129193308
13221,2.6439535000943883,1.9107231973338084,2.8440363498010175,2.749982570501279,2.732066217044758
13223,235.40147124960342,646.8141619519633,282.64592864068413,280.19977596740085,239.73408075676625
13227,10.66042535579331,45.68810616332935,83.63967445539168,73.39454041741413,10.738285013576245
13229,118.8440540449014,66.83211209512415,123.10127384958687,121.49622422073502,117.6701410177805
13231,26.226390808908185,18.8265182639514,26.565375459889385,27.807751088516053,26.181921695716913
13233,25.142245412699896,150.26519124165964,97.98283455636175,62.021023787734435,25.66803888937549
13237,10.033816537481885,21.693945093635364,2.287409255271128,13.622456152939591,10.103004291845492
13241,4.111445165227621,14.977827346205423,3.923103118607018,3.9271747761736706,4.187527371463607
13245,399.898975829533,1649.6322166939415,418.38817019538686,414.47182891324445,440.49163528072165
13249,1.8304631043486295,1.2086059259387514,1.9753964882974206,1.8746835129548285,1.8525882455986686
13251,1.8220198895319706,3.8807325958284955,2.090210939618801,2.0562448940652858,1.8440045546115442
13255,63.4349422299561,40.49096376529009,17.158898890918177,66.61163776321595,62.94911097486205
13257,9.913500300303848,38.082360352249914,7.574771555192534,15.100493626718919,10.347376718927915
13259,8.108346466024413,10.14033068884365,8.545255758139618,8.421778424022529,7.9494613295962155
13261,52.43663339210273,1076.7503628181455,53.26238299799383,52.729263441169074,35.187877726197776
13263,0.9598377332407313,0.7375522406197147,1.0554534777071605,0.9850082644361584,0.9391258649382501
13265,0.08697556275729178,0.08697556275729178,0.0881100266193434,0.08697556275729178,0.08960322326355434
13267,11.224303347970883,36.868256651641815,5.636997682319797,39.80179132777192,11.285889463081372
13269,5.234811781802449,3.5276205807698044,5.353470520074413,5.49231329215412,5.295699395638083
13271,12.254247034514682,11.720612851019848,14.204324002652243,13.899976624649923,12.151966365945519
13273,5.13759677647784,115.46159038956024,4.702184926702459,5.153242421323259,3.321800823333626
13275,30.437034845586652,33.866613881656036,30.342670427635447,31.279237835077442,31.91679075063502
13277,38.921339917864216,91.2609104504514,41.09481276186031,40.47355236261664,38.60453709380748
13281,1.6491434230517592,8.29388942391542,2.3382021786019784,2.327965661346723,1.6627835683629675
13285,175.7539958977314,327.54320748841906,87.49472568016692,238.58448337110718,171.6217044757817
13289,2.509678549531401,2.509678549531401,2.704031366241078,2.509678549531401,0.7534378558290271
13291,5.113655362524055,25.424475572442873,6.7909939967865895,6.45833598217696,5.289743365157221
13293,162.52905908449665,100.7719135979388,168.1046609729881,165.9572776474634,161.33809231847246
13295,34.163804610374775,244.69759130552595,2396.1625195034994,2414.957691986715,34.33721643163704
13297,106.78863429875548,263.55878839923594,121.35045373910715,120.13174625554551,108.27459052290442
13299,288.31500502930476,197.8770805137377,303.5567057327314,298.42989926118537,285.76876587544893
13301,0.8620188034783659,0.9768838474033499,1.2848578069343821,0.9478723804658371,0.8797407374967154
13303,16.1054167880115,15.322210221017023,16.452565339214594,16.894918235073224,16.327669265130947
13305,44.527726231053634,96.71656012577415,92.75555213909908,91.47533703589698,44.78707191030919
13307,0.18710536074130518,0.11587873980332697,0.08856187276407711,0.2091856855726057,0.18507488832442848
13311,10.897401606029156,45.36745208634175,12.971161070860074,12.009644022305888,11.10116492949111
13313,194.38724552607195,2209.3372671054444,1115.2377475338035,1103.6685229175846,195.86239817815536
13319,2.058505961847724,1.2073783020765656,2.2527896461235217,2.130776522404861,2.1876149601471493
13321,7.972603407139857,83.39143951101458,8.62715982861318,8.054325793040052,6.132083734781466
